x,y,w,h,aspect_ratio,ground_truth,predicted
63,71,49,49,1.0,center,right
138,59,71,71,1.0,right,center
62,75,43,43,1.0,left,center
138,60,71,71,1.0,right,right
73,75,45,45,1.0,center,right
136,60,71,71,1.0,right,right
56,66,57,57,1.0,left,center
68,70,50,50,1.0,center,right
138,68,69,69,1.0,right,right
143,72,65,65,1.0,right,right
146,72,64,64,1.0,right,center
69,78,50,50,1.0,center,center
144,72,62,62,1.0,right,right
126,56,73,73,1.0,right,right
133,70,62,62,1.0,right,center
61,72,50,50,1.0,center,center
136,66,75,75,1.0,right,center
134,60,76,76,1.0,right,center
27,36,29,29,1.0,left,right
137,67,70,70,1.0,right,right
138,62,76,76,1.0,right,right
137,70,67,67,1.0,right,right
140,71,67,67,1.0,right,center
136,67,72,72,1.0,right,right
136,68,69,69,1.0,right,right
132,62,76,76,1.0,right,center
15,16,46,46,1.0,left,right
132,64,70,70,1.0,right,center
142,65,68,68,1.0,right,right
130,62,74,74,1.0,right,center
134,66,72,72,1.0,right,right
118,70,63,63,1.0,center,center
139,70,66,66,1.0,right,right
117,66,69,69,1.0,center,center
59,78,48,48,1.0,left,center
136,64,75,75,1.0,right,right
133,62,76,76,1.0,right,right
133,57,74,74,1.0,right,right
131,59,77,77,1.0,right,right
140,61,68,68,1.0,right,center
55,66,58,58,1.0,left,center
139,64,70,70,1.0,right,center
122,62,65,65,1.0,center,center
56,74,46,46,1.0,left,center
134,55,73,73,1.0,right,right
138,62,69,69,1.0,right,center
122,65,63,63,1.0,center,center
137,66,68,68,1.0,right,center
137,63,73,73,1.0,right,right
65,77,45,45,1.0,center,right
126,58,71,71,1.0,right,center
137,70,65,65,1.0,right,center
69,77,49,49,1.0,center,center
142,71,65,65,1.0,right,center
136,68,67,67,1.0,right,center
144,69,64,64,1.0,right,center
140,65,64,64,1.0,right,right
143,66,67,67,1.0,right,right
141,66,66,66,1.0,right,right
129,35,84,84,1.0,right,center
130,63,72,72,1.0,right,center
56,78,48,48,1.0,left,center
136,66,72,72,1.0,right,right
53,75,47,47,1.0,left,right
136,67,66,66,1.0,right,center
55,74,46,46,1.0,left,center
134,62,69,69,1.0,right,center
62,75,49,49,1.0,center,right
143,68,63,63,1.0,right,right
70,74,52,52,1.0,center,center
141,70,63,63,1.0,right,right
74,81,50,50,1.0,center,center
172,83,48,48,1.0,right,right
139,72,65,65,1.0,right,right
66,78,50,50,1.0,center,center
135,70,66,66,1.0,right,center
123,71,60,60,1.0,center,left
136,70,64,64,1.0,right,center
134,64,69,69,1.0,right,center
147,69,66,66,1.0,right,center
135,58,73,73,1.0,right,right
147,70,66,66,1.0,right,right
72,75,50,50,1.0,center,right
133,61,75,75,1.0,right,center
137,65,73,73,1.0,right,center
73,80,46,46,1.0,center,center
133,62,76,76,1.0,right,right
129,56,76,76,1.0,right,right
136,64,69,69,1.0,right,center
141,63,65,65,1.0,right,right
138,60,68,68,1.0,right,right
55,71,49,49,1.0,left,center
152,68,58,58,1.0,right,center
124,49,84,84,1.0,right,right
130,61,74,74,1.0,right,center
138,64,72,72,1.0,right,right
132,65,59,59,1.0,right,right
135,60,66,66,1.0,right,center
134,62,69,69,1.0,right,center
132,62,76,76,1.0,right,center
56,77,45,45,1.0,left,center
134,62,73,73,1.0,right,center
57,77,44,44,1.0,left,center
132,62,70,70,1.0,right,center
59,77,47,47,1.0,left,center
137,68,70,70,1.0,right,center
140,71,68,68,1.0,right,center
134,70,65,65,1.0,right,center
61,82,39,39,1.0,left,center
133,59,76,76,1.0,right,center
139,66,68,68,1.0,right,center
141,69,67,67,1.0,right,right
123,68,61,61,1.0,center,center
143,64,64,64,1.0,right,center
124,70,51,51,1.0,center,center
58,77,45,45,1.0,left,center
138,65,68,68,1.0,right,center
59,74,48,48,1.0,left,center
140,65,69,69,1.0,right,center
138,61,70,70,1.0,right,center
119,65,64,64,1.0,center,center
138,62,70,70,1.0,right,right
137,64,73,73,1.0,right,center
136,65,73,73,1.0,right,center
141,67,70,70,1.0,right,right
137,64,71,71,1.0,right,center
12,18,38,38,1.0,left,left
134,55,77,77,1.0,right,right
56,73,51,51,1.0,left,center
139,63,70,70,1.0,right,right
138,65,71,71,1.0,right,center
141,65,66,66,1.0,right,center
58,76,45,45,1.0,left,right
140,65,67,67,1.0,right,right
117,58,66,66,1.0,center,right
120,60,66,66,1.0,center,right
140,62,69,69,1.0,right,center
55,73,47,47,1.0,left,center
134,62,69,69,1.0,right,center
63,84,46,46,1.0,left,center
128,73,60,60,1.0,center,right
146,71,70,70,1.0,right,right
134,65,73,73,1.0,right,center
56,79,50,50,1.0,left,center
138,69,70,70,1.0,right,center
136,53,78,78,1.0,right,center
140,67,69,69,1.0,right,center
135,56,72,72,1.0,right,center
133,57,74,74,1.0,right,right
132,56,75,75,1.0,right,right
62,81,44,44,1.0,left,center
138,70,66,66,1.0,right,center
139,63,67,67,1.0,right,right
135,62,68,68,1.0,right,center
129,58,71,71,1.0,right,center
136,62,73,73,1.0,right,right
126,33,99,99,1.0,right,center
168,77,49,49,1.0,right,center
144,62,70,70,1.0,right,right
152,68,62,62,1.0,right,center
146,70,65,65,1.0,right,center
128,74,56,56,1.0,center,right
141,64,66,66,1.0,right,center
135,56,75,75,1.0,right,right
125,40,88,88,1.0,right,center
70,78,50,50,1.0,center,center
67,77,50,50,1.0,center,right
69,80,51,51,1.0,center,right
72,83,48,48,1.0,center,right
136,61,78,78,1.0,right,right
134,64,76,76,1.0,right,right
140,71,66,66,1.0,right,right
125,49,83,83,1.0,right,right
16,23,41,41,1.0,left,right
64,75,53,53,1.0,center,center
132,64,69,69,1.0,right,right
133,65,74,74,1.0,center,center
128,56,76,76,1.0,right,center
133,62,69,69,1.0,right,right
130,54,81,81,1.0,right,right
125,45,91,91,1.0,right,right
44,69,65,65,1.0,left,left
49,73,62,62,1.0,left,left
122,47,92,92,1.0,right,right
140,59,84,84,1.0,right,right
139,58,86,86,1.0,right,right
118,60,64,64,1.0,center,left
136,54,73,73,1.0,right,center
147,65,68,68,1.0,right,center
134,38,94,94,1.0,right,center
48,63,63,63,1.0,left,left
143,61,65,65,1.0,right,center
151,63,63,63,1.0,right,right
60,65,62,62,1.0,left,left
163,76,52,52,1.0,right,right
60,76,55,55,1.0,left,left
57,74,61,61,1.0,left,left
151,74,62,62,1.0,right,right
55,72,62,62,1.0,left,left
155,73,60,60,1.0,right,center
53,71,64,64,1.0,left,left
154,74,57,57,1.0,right,center
54,70,60,60,1.0,left,left
154,70,59,59,1.0,right,center
54,69,64,64,1.0,left,left
153,72,56,56,1.0,right,center
40,74,52,52,1.0,left,left
175,83,45,45,1.0,right,right
66,77,60,60,1.0,center,left
60,75,61,61,1.0,left,left
160,76,56,56,1.0,right,center
170,83,45,45,1.0,right,center
62,75,63,63,1.0,left,center
63,76,62,62,1.0,left,center
158,78,57,57,1.0,right,center
65,83,71,71,1.0,center,right
137,69,74,74,1.0,center,center
60,72,69,69,1.0,left,center
70,70,75,75,1.0,center,center
166,84,52,52,1.0,right,center
145,78,62,62,1.0,center,center
70,83,54,54,1.0,left,center
63,78,64,64,1.0,left,center
150,75,70,70,1.0,right,center
168,92,43,43,1.0,right,center
62,84,57,57,1.0,left,center
155,76,52,52,1.0,right,right
57,68,67,67,1.0,left,center
60,76,66,66,1.0,left,center
150,77,63,63,1.0,right,right
149,75,58,58,1.0,right,right
59,76,58,58,1.0,left,left
153,77,57,57,1.0,right,center
62,74,62,62,1.0,left,center
60,78,62,62,1.0,left,center
154,83,54,54,1.0,right,right
54,74,65,65,1.0,left,center
55,69,75,75,1.0,left,center
64,78,63,63,1.0,center,right
154,83,59,59,1.0,right,right
68,83,60,60,1.0,center,center
58,74,61,61,1.0,left,center
63,77,58,58,1.0,left,right
152,74,62,62,1.0,right,right
59,75,60,60,1.0,left,center
64,82,57,57,1.0,left,center
159,82,54,54,1.0,right,center
61,80,59,59,1.0,left,center
150,79,60,60,1.0,right,right
158,81,56,56,1.0,right,center
59,78,63,63,1.0,left,center
60,76,57,57,1.0,left,center
155,79,53,53,1.0,right,right
156,82,55,55,1.0,right,right
63,79,62,62,1.0,center,center
151,80,50,50,1.0,right,right
63,71,64,64,1.0,center,center
58,71,59,59,1.0,center,center
56,68,70,70,1.0,center,center
149,74,61,61,1.0,right,center
58,74,60,60,1.0,left,right
141,69,61,61,1.0,right,right
57,68,66,66,1.0,center,center
58,70,66,66,1.0,center,center
54,71,61,61,1.0,left,right
145,74,59,59,1.0,right,center
138,65,58,58,1.0,right,right
51,61,61,61,1.0,center,center
50,65,61,61,1.0,left,center
134,64,64,64,1.0,right,right
43,64,53,53,1.0,left,center
132,62,60,60,1.0,right,center
45,60,62,62,1.0,left,center
134,63,57,57,1.0,right,right
46,66,51,51,1.0,left,center
134,63,57,57,1.0,right,center
48,59,73,73,1.0,center,center
58,67,68,68,1.0,center,center
61,74,64,64,1.0,center,center
50,64,63,63,1.0,center,center
135,71,58,58,1.0,right,center
59,77,53,53,1.0,center,right
60,72,57,57,1.0,center,center
55,68,60,60,1.0,center,center
52,67,58,58,1.0,left,center
50,67,56,56,1.0,left,center
136,71,54,54,1.0,right,center
53,80,47,47,1.0,left,center
48,56,76,76,1.0,center,center
57,66,71,71,1.0,center,center
50,65,66,66,1.0,left,center
131,69,63,63,1.0,center,center
62,68,62,62,1.0,center,center
144,73,56,56,1.0,right,center
139,69,57,57,1.0,right,center
51,65,62,62,1.0,left,center
144,75,50,50,1.0,right,right
53,66,61,61,1.0,left,center
126,62,66,66,1.0,right,center
46,63,66,66,1.0,left,center
64,60,62,62,1.0,center,center
69,70,62,62,1.0,center,center
72,77,51,51,1.0,center,right
60,67,65,65,1.0,center,center
62,64,67,67,1.0,center,center
140,72,58,58,1.0,right,right
56,63,70,70,1.0,center,center
148,73,56,56,1.0,right,right
66,70,63,63,1.0,center,center
144,71,61,61,1.0,right,center
51,62,73,73,1.0,left,center
149,77,59,59,1.0,right,center
62,75,62,62,1.0,center,center
145,72,61,61,1.0,right,center
61,74,57,57,1.0,center,center
148,75,57,57,1.0,right,right
66,75,55,55,1.0,center,center
57,69,60,60,1.0,center,center
149,74,56,56,1.0,right,center
57,75,51,51,1.0,left,center
153,76,52,52,1.0,right,center
149,73,57,57,1.0,right,right
58,71,55,55,1.0,center,center
141,72,56,56,1.0,right,center
54,73,54,54,1.0,left,center
140,69,54,54,1.0,right,center
49,66,64,64,1.0,left,center
52,71,62,62,1.0,left,right
137,71,54,54,1.0,right,center
144,76,49,49,1.0,right,center
141,73,53,53,1.0,right,center
61,69,59,59,1.0,center,center
142,74,54,54,1.0,right,right
57,64,68,68,1.0,center,center
62,70,62,62,1.0,center,center
143,70,60,60,1.0,right,center
144,75,52,52,1.0,right,center
52,66,65,65,1.0,center,center
143,74,54,54,1.0,right,center
52,68,62,62,1.0,left,center
52,74,51,51,1.0,left,center
146,75,51,51,1.0,right,center
60,63,65,65,1.0,center,center
139,69,55,55,1.0,right,center
47,66,56,56,1.0,left,center
51,62,60,60,1.0,left,center
143,66,56,56,1.0,right,center
145,70,58,58,1.0,right,center
57,71,56,56,1.0,left,center
48,63,61,61,1.0,left,center
141,69,53,53,1.0,right,right
139,69,56,56,1.0,right,right
53,67,55,55,1.0,left,center
138,67,56,56,1.0,right,right
70,78,54,54,1.0,center,right
152,75,62,62,1.0,right,right
149,73,62,62,1.0,right,center
149,69,62,62,1.0,right,right
128,47,86,86,1.0,right,right
141,66,64,64,1.0,right,center
149,71,66,66,1.0,right,right
155,69,72,72,1.0,right,right
142,48,91,91,1.0,right,center
147,61,86,86,1.0,right,right
158,71,70,70,1.0,right,right
153,69,84,84,1.0,right,right
70,79,59,59,1.0,center,center
70,84,55,55,1.0,center,center
143,62,86,86,1.0,center,right
75,82,55,55,1.0,center,center
147,65,79,79,1.0,right,right
82,87,46,46,1.0,center,right
150,70,76,76,1.0,right,right
150,71,70,70,1.0,right,right
146,68,76,76,1.0,right,right
139,66,74,74,1.0,right,center
139,62,75,75,1.0,right,center
142,71,68,68,1.0,right,center
64,83,55,55,1.0,left,center
152,80,61,61,1.0,right,right
129,57,88,88,1.0,right,center
137,59,79,79,1.0,right,right
147,63,83,83,1.0,right,right
129,51,84,84,1.0,right,right
66,85,60,60,1.0,center,center
60,90,50,50,1.0,left,center
71,87,64,64,1.0,center,center
49,71,71,71,1.0,left,center
65,78,62,62,1.0,center,center
141,78,73,73,1.0,center,center
73,78,60,60,1.0,center,center
74,78,63,63,1.0,center,center
141,76,67,67,1.0,center,center
56,78,60,60,1.0,left,center
142,73,61,61,1.0,right,right
53,74,58,58,1.0,left,center
152,85,53,53,1.0,right,right
52,82,58,58,1.0,left,center
69,85,59,59,1.0,center,right
72,81,58,58,1.0,center,center
72,83,61,61,1.0,center,center
67,78,64,64,1.0,center,center
126,66,81,81,1.0,center,center
70,78,65,65,1.0,center,center
65,82,62,62,1.0,center,center
156,86,64,64,1.0,right,center
155,84,58,58,1.0,right,right
65,74,63,63,1.0,center,center
128,69,68,68,1.0,center,right
151,84,58,58,1.0,right,right
53,79,64,64,1.0,left,center
151,79,56,56,1.0,right,right
69,77,63,63,1.0,center,center
128,65,73,73,1.0,center,center
150,78,60,60,1.0,right,right
154,77,54,54,1.0,right,right
68,77,65,65,1.0,center,center
157,78,53,53,1.0,right,right
70,75,63,63,1.0,center,right
61,75,61,61,1.0,center,center
148,82,58,58,1.0,right,right
48,83,56,56,1.0,left,center
66,81,62,62,1.0,center,center
145,74,58,58,1.0,right,center
52,81,53,53,1.0,left,center
69,79,55,55,1.0,center,center
68,71,60,60,1.0,center,center
155,73,57,57,1.0,right,right
146,73,60,60,1.0,right,right
144,74,63,63,1.0,right,center
147,69,71,71,1.0,right,right
153,78,62,62,1.0,right,right
71,81,61,61,1.0,center,center
58,80,58,58,1.0,left,center
136,67,78,78,1.0,right,center
57,77,57,57,1.0,left,center
139,63,77,77,1.0,right,center
71,75,65,65,1.0,center,center
152,76,60,60,1.0,right,right
63,73,64,64,1.0,center,center
146,74,63,63,1.0,right,right
151,73,57,57,1.0,right,right
64,72,65,65,1.0,center,center
66,72,62,62,1.0,center,center
141,67,65,65,1.0,right,center
49,74,59,59,1.0,left,center
63,72,63,63,1.0,center,center
142,70,60,60,1.0,right,right
50,73,55,55,1.0,left,center
149,74,55,55,1.0,right,right
66,74,59,59,1.0,center,right
147,68,60,60,1.0,right,center
57,70,62,62,1.0,left,center
151,71,58,58,1.0,right,center
58,71,62,62,1.0,left,center
146,69,62,62,1.0,right,right
147,71,60,60,1.0,right,right
50,76,55,55,1.0,left,center
54,76,52,52,1.0,left,center
53,63,76,76,1.0,center,center
51,83,56,56,1.0,left,center
135,72,74,74,1.0,center,center
49,79,56,56,1.0,left,center
140,74,59,59,1.0,center,right
67,77,61,61,1.0,center,center
152,80,55,55,1.0,right,right
62,80,61,61,1.0,left,center
165,87,55,55,1.0,right,right
60,87,55,55,1.0,left,center
142,70,63,63,1.0,right,right
50,80,54,54,1.0,left,center
64,77,63,63,1.0,center,center
64,89,53,53,1.0,left,center
68,75,71,71,1.0,center,center
150,78,60,60,1.0,center,right
58,87,58,58,1.0,left,left
54,81,58,58,1.0,left,left
146,72,67,67,1.0,right,right
136,78,55,55,1.0,center,right
50,81,56,56,1.0,left,center
65,79,60,60,1.0,center,center
121,56,88,88,1.0,center,center
148,72,65,65,1.0,right,center
146,80,60,60,1.0,center,right
74,86,58,58,1.0,center,center
148,77,54,54,1.0,right,right
49,78,56,56,1.0,left,center
148,78,53,53,1.0,right,right
49,78,63,63,1.0,left,center
148,78,64,64,1.0,right,center
71,85,64,64,1.0,center,center
154,78,60,60,1.0,right,right
60,84,53,53,1.0,left,center
77,80,60,60,1.0,center,center
135,68,62,62,1.0,right,right
45,76,55,55,1.0,left,center
60,68,66,66,1.0,center,center
141,69,66,66,1.0,right,center
56,73,65,65,1.0,left,center
62,71,62,62,1.0,center,center
43,70,61,61,1.0,left,center
141,66,62,62,1.0,right,right
49,76,55,55,1.0,left,center
146,69,59,59,1.0,right,right
67,74,60,60,1.0,center,center
152,82,52,52,1.0,right,center
66,75,70,70,1.0,center,center
149,74,55,55,1.0,right,right
51,83,51,51,1.0,left,center
67,78,63,63,1.0,center,right
150,79,57,57,1.0,right,right
49,82,61,61,1.0,left,center
67,81,62,62,1.0,center,center
146,75,53,53,1.0,right,right
61,68,66,66,1.0,center,center
39,70,66,66,1.0,left,center
47,83,55,55,1.0,left,center
125,67,68,68,1.0,center,center
146,75,61,61,1.0,right,right
140,75,59,59,1.0,center,right
54,78,65,65,1.0,left,center
142,78,58,58,1.0,center,right
56,83,59,59,1.0,left,center
133,67,60,60,1.0,center,right
55,71,63,63,1.0,left,center
139,70,66,66,1.0,right,center
134,66,63,63,1.0,center,right
42,72,61,61,1.0,left,center
58,66,68,68,1.0,center,center
149,82,52,52,1.0,right,right
46,72,69,69,1.0,left,center
154,84,45,45,1.0,right,right
54,73,63,63,1.0,left,center
143,76,62,62,1.0,center,right
53,87,54,54,1.0,left,center
73,82,57,57,1.0,center,center
155,86,51,51,1.0,right,right
54,84,58,58,1.0,left,center
129,66,83,83,1.0,center,center
147,75,61,61,1.0,right,right
53,84,56,56,1.0,left,center
145,75,64,64,1.0,right,right
54,88,54,54,1.0,left,center
68,81,63,63,1.0,center,center
57,86,54,54,1.0,left,center
152,77,58,58,1.0,right,right
64,75,67,67,1.0,center,center
144,71,65,65,1.0,right,center
55,83,54,54,1.0,left,center
67,77,69,69,1.0,center,center
145,74,50,50,1.0,right,right
58,72,63,63,1.0,center,center
133,66,68,68,1.0,center,center
62,76,60,60,1.0,center,right
46,78,54,54,1.0,left,center
114,64,68,68,1.0,center,center
118,68,62,62,1.0,center,center
45,77,56,56,1.0,left,center
38,61,84,84,1.0,left,center
51,75,58,58,1.0,left,center
145,75,53,53,1.0,right,left
132,61,71,71,1.0,right,center
51,70,68,68,1.0,left,center
150,74,60,60,1.0,right,center
47,69,61,61,1.0,left,center
146,72,51,51,1.0,right,center
50,69,64,64,1.0,left,center
151,71,54,54,1.0,right,center
61,71,66,66,1.0,center,center
68,72,69,69,1.0,center,center
146,76,56,56,1.0,right,right
52,73,57,57,1.0,left,center
61,71,69,69,1.0,center,center
56,76,59,59,1.0,left,center
148,80,55,55,1.0,right,right
141,69,59,59,1.0,right,right
56,69,62,62,1.0,center,center
148,76,54,54,1.0,right,right
55,74,57,57,1.0,left,center
144,76,54,54,1.0,right,right
49,75,53,53,1.0,left,center
68,76,54,54,1.0,center,right
147,78,47,47,1.0,right,right
144,76,54,54,1.0,right,right
159,79,57,57,1.0,right,right
152,79,60,60,1.0,right,right
61,79,50,50,1.0,left,right
148,71,52,52,1.0,right,center
143,72,57,57,1.0,right,center
68,76,52,52,1.0,center,center
58,64,65,65,1.0,center,center
146,80,52,52,1.0,right,right
53,74,49,49,1.0,left,center
144,77,48,48,1.0,right,center
196,35,25,25,1.0,right,center
90,184,28,28,1.0,center,left
195,28,30,30,1.0,right,center
97,188,26,26,1.0,center,center
147,75,50,50,1.0,right,center
145,79,55,55,1.0,right,center
60,74,60,60,1.0,center,center
142,72,52,52,1.0,right,center
52,69,57,57,1.0,left,center
135,68,51,51,1.0,right,center
44,63,57,57,1.0,left,center
51,67,65,65,1.0,left,center
148,81,51,51,1.0,right,center
139,76,52,52,1.0,right,center
57,68,66,66,1.0,center,right
49,65,58,58,1.0,left,center
136,66,56,56,1.0,right,center
137,67,56,56,1.0,right,center
50,68,57,57,1.0,left,center
143,73,49,49,1.0,right,center
53,70,55,55,1.0,left,center
135,69,52,52,1.0,right,center
44,67,59,59,1.0,left,center
138,72,49,49,1.0,right,center
42,59,75,75,1.0,left,center
206,33,24,24,1.0,right,center
56,62,76,76,1.0,center,center
144,77,51,51,1.0,right,center
51,80,48,48,1.0,left,center
147,78,52,52,1.0,right,right
56,78,51,51,1.0,left,center
50,60,82,82,1.0,center,center
150,78,51,51,1.0,right,center
53,71,62,62,1.0,left,center
141,75,54,54,1.0,right,center
50,71,60,60,1.0,left,center
142,75,54,54,1.0,right,center
52,76,56,56,1.0,left,center
143,76,54,54,1.0,right,center
53,75,59,59,1.0,left,center
139,72,55,55,1.0,right,center
50,69,63,63,1.0,left,right
141,73,53,53,1.0,right,center
53,70,58,58,1.0,left,center
52,61,71,71,1.0,center,center
51,65,73,73,1.0,left,center
140,76,53,53,1.0,right,center
51,67,66,66,1.0,left,center
143,75,51,51,1.0,right,center
53,72,59,59,1.0,left,right
148,77,50,50,1.0,right,right
50,66,67,67,1.0,left,center
72,71,59,59,1.0,center,center
139,79,49,49,1.0,center,center
48,74,62,62,1.0,left,center
151,81,47,47,1.0,right,center
51,72,63,63,1.0,left,center
149,77,49,49,1.0,right,center
53,73,57,57,1.0,left,center
127,72,55,55,1.0,center,center
151,78,53,53,1.0,right,center
59,74,58,58,1.0,left,center
55,73,61,61,1.0,left,center
150,79,52,52,1.0,right,right
152,78,57,57,1.0,right,center
59,74,62,62,1.0,left,center
145,80,52,52,1.0,right,center
49,72,64,64,1.0,left,center
148,78,51,51,1.0,right,center
53,72,62,62,1.0,left,center
152,79,45,45,1.0,right,center
128,75,51,51,1.0,center,center
52,71,61,61,1.0,left,center
143,76,52,52,1.0,right,right
53,65,70,70,1.0,left,center
50,57,82,82,1.0,center,center
56,56,88,88,1.0,center,center
137,65,80,80,1.0,right,center
53,74,64,64,1.0,left,center
138,80,45,45,1.0,center,center
131,56,86,86,1.0,center,center
148,74,71,71,1.0,right,right
142,67,75,75,1.0,center,right
151,67,73,73,1.0,right,right
154,75,70,70,1.0,right,right
151,73,67,67,1.0,right,center
153,71,70,70,1.0,right,right
151,70,72,72,1.0,right,right
130,70,61,61,1.0,center,center
142,70,75,75,1.0,right,center
140,67,70,70,1.0,right,center
134,37,104,104,1.0,right,center
151,66,72,72,1.0,right,center
132,62,79,79,1.0,right,right
143,69,69,69,1.0,center,right
145,73,69,69,1.0,center,right
101,207,26,26,1.0,center,center
118,55,84,84,1.0,center,center
130,60,84,84,1.0,center,right
130,54,89,89,1.0,center,right
137,59,78,78,1.0,right,right
152,75,71,71,1.0,right,right
146,72,72,72,1.0,right,right
149,70,69,69,1.0,right,center
147,71,73,73,1.0,right,right
152,76,69,69,1.0,right,right
151,72,69,69,1.0,right,right
146,73,74,74,1.0,right,right
146,71,68,68,1.0,right,center
64,82,65,65,1.0,center,center
144,70,71,71,1.0,right,center
61,75,69,69,1.0,center,center
153,76,55,55,1.0,right,right
55,70,71,71,1.0,center,center
56,69,61,61,1.0,left,center
65,93,47,47,1.0,left,center
70,80,60,60,1.0,center,center
63,66,77,77,1.0,center,center
61,75,65,65,1.0,left,center
62,77,59,59,1.0,left,center
156,80,51,51,1.0,right,center
157,78,56,56,1.0,right,center
66,80,55,55,1.0,left,center
58,62,86,86,1.0,center,center
160,81,58,58,1.0,right,center
66,79,61,61,1.0,center,center
155,77,62,62,1.0,right,center
66,82,57,57,1.0,left,center
162,83,55,55,1.0,right,center
69,82,59,59,1.0,center,center
70,82,60,60,1.0,center,center
164,85,56,56,1.0,right,right
165,85,50,50,1.0,right,center
64,78,60,60,1.0,left,center
147,74,57,57,1.0,right,right
61,73,67,67,1.0,center,center
54,62,80,80,1.0,center,center
55,70,73,73,1.0,left,center
63,80,61,61,1.0,left,center
55,73,72,72,1.0,left,center
132,70,71,71,1.0,center,left
145,86,51,51,1.0,center,left
49,62,78,78,1.0,left,center
47,53,82,82,1.0,left,center
57,67,68,68,1.0,left,center
59,70,66,66,1.0,center,center
142,68,66,66,1.0,right,center
50,64,65,65,1.0,left,center
51,65,68,68,1.0,left,center
47,64,63,63,1.0,left,center
146,71,52,52,1.0,right,center
145,74,59,59,1.0,right,center
53,73,62,62,1.0,left,center
150,78,55,55,1.0,right,center
57,73,64,64,1.0,left,center
60,76,60,60,1.0,left,center
149,76,58,58,1.0,right,center
59,79,56,56,1.0,left,center
45,51,94,94,1.0,center,center
52,74,61,61,1.0,left,center
145,79,54,54,1.0,right,center
53,75,61,61,1.0,left,right
152,80,55,55,1.0,right,right
59,75,59,59,1.0,left,center
63,83,53,53,1.0,left,center
158,84,52,52,1.0,right,right
60,62,82,82,1.0,center,center
151,77,55,55,1.0,right,right
57,71,63,63,1.0,left,center
60,79,59,59,1.0,left,center
156,82,56,56,1.0,right,right
61,76,67,67,1.0,center,center
60,74,65,65,1.0,center,center
158,83,54,54,1.0,right,center
64,77,67,67,1.0,center,center
61,77,62,62,1.0,left,center
154,79,59,59,1.0,right,right
51,66,71,71,1.0,left,center
152,80,63,63,1.0,right,right
73,85,54,54,1.0,center,center
162,85,57,57,1.0,right,right
144,65,78,78,1.0,right,center
167,85,49,49,1.0,right,right
67,80,59,59,1.0,center,center
162,84,55,55,1.0,right,right
66,79,59,59,1.0,center,center
63,63,82,82,1.0,center,center
67,82,54,54,1.0,left,center
159,79,57,57,1.0,right,right
156,75,58,58,1.0,right,center
65,75,60,60,1.0,center,center
163,79,58,58,1.0,right,center
73,75,62,62,1.0,center,center
67,76,60,60,1.0,center,center
161,76,57,57,1.0,right,center
165,83,54,54,1.0,right,center
66,81,58,58,1.0,left,center
172,89,50,50,1.0,right,center
77,87,56,56,1.0,center,center
164,82,57,57,1.0,right,right
69,82,57,57,1.0,center,center
158,80,56,56,1.0,right,center
59,73,67,67,1.0,left,center
131,73,63,63,1.0,center,center
68,82,56,56,1.0,left,center
161,81,61,61,1.0,right,right
70,75,72,72,1.0,center,center
66,76,71,71,1.0,center,center
149,67,65,65,1.0,right,right
66,74,55,55,1.0,center,center
150,74,68,68,1.0,right,right
147,71,60,60,1.0,right,right
148,73,59,59,1.0,right,right
148,74,65,65,1.0,right,right
153,74,61,61,1.0,right,right
140,67,69,69,1.0,right,right
146,73,68,68,1.0,right,right
68,89,47,47,1.0,left,right
156,78,67,67,1.0,right,right
148,73,67,67,1.0,right,right
148,70,67,67,1.0,right,center
146,67,72,72,1.0,right,center
131,72,69,69,1.0,center,center
103,205,30,30,1.0,center,center
154,74,65,65,1.0,right,center
153,75,66,66,1.0,right,right
156,77,62,62,1.0,right,center
148,73,69,69,1.0,right,center
146,70,70,70,1.0,right,center
148,69,69,69,1.0,right,right
144,69,64,64,1.0,right,right
137,67,70,70,1.0,right,center
62,80,54,54,1.0,left,center
152,76,61,61,1.0,right,right
65,80,53,53,1.0,left,center
143,70,70,70,1.0,right,right
144,69,68,68,1.0,right,right
144,71,67,67,1.0,right,center
142,70,68,68,1.0,right,right
137,66,68,68,1.0,right,right
145,73,69,69,1.0,right,right
135,61,71,71,1.0,right,right
51,80,50,50,1.0,left,center
138,64,67,67,1.0,right,center
67,78,53,53,1.0,center,center
142,62,73,73,1.0,right,center
58,80,49,49,1.0,left,center
144,60,72,72,1.0,right,right
118,57,71,71,1.0,center,center
147,66,71,71,1.0,right,center
61,84,50,50,1.0,left,center
144,63,68,68,1.0,right,right
147,65,64,64,1.0,right,right
144,71,71,71,1.0,right,center
69,90,48,48,1.0,left,center
149,70,74,74,1.0,right,right
63,84,53,53,1.0,left,center
148,71,71,71,1.0,right,center
63,84,55,55,1.0,left,right
154,76,61,61,1.0,right,center
155,68,66,66,1.0,right,center
65,81,53,53,1.0,left,left
156,71,63,63,1.0,right,center
156,72,66,66,1.0,right,center
151,64,70,70,1.0,right,center
73,75,59,59,1.0,center,center
144,61,71,71,1.0,right,center
59,75,52,52,1.0,left,center
156,70,64,64,1.0,right,center
62,78,59,59,1.0,left,center
150,66,71,71,1.0,right,center
65,83,53,53,1.0,left,center
61,78,54,54,1.0,left,center
147,66,69,69,1.0,right,center
61,81,51,51,1.0,left,center
146,65,68,68,1.0,right,center
128,63,80,80,1.0,center,center
76,90,53,53,1.0,center,right
128,63,78,78,1.0,center,center
